x,y
-100.0,0.0
-99.7997997997998,8.81845548241883e-17
-99.5995995995996,3.527346918587188e-16
-99.3993993993994,8.818279110863024e-16
-99.1991991991992,1.7636381850961072e-15
-98.998998998999,3.0863359590775403e-15
-98.7987987987988,4.93808815080957e-15
-98.5985985985986,7.4070581506586e-15
-98.3983983983984,1.0581405821597202e-14
-98.1981981981982,1.4549287499253268e-14
-97.997997997998,1.9398855991994717e-14
-97.7977977977978,2.5218260581049336e-14
-97.5975975975976,3.209564702065359e-14
-97.3973973973974,4.0119157538219213e-14
-97.1971971971972,4.937693083450285e-14
-96.996996996997,5.995710208376277e-14
-96.7967967967968,7.194780293388796e-14
-96.5965965965966,8.543716150648845e-14
-96.3963963963964,1.0051330239694166e-13
-96.1961961961962,1.172643466743965e-13
-95.995995995996,1.3577841188174345e-13
-95.7957957957958,1.5614361203556572e-13
-95.5955955955956,1.784480576260892e-13
-95.3953953953954,2.0277985561715164e-13
-95.1951951951952,2.292271094462081e-13
-94.994994994995,2.578779190243852e-13
-94.7947947947948,2.8882038073658963e-13
-94.5945945945946,3.2214258744166787e-13
-94.3943943943944,3.579326284726046e-13
-94.1941941941942,3.9627858963674176e-13
-93.993993993994,4.3726855321599465e-13
-93.7937937937938,4.809905979670415e-13
-93.5935935935936,5.275327991214656e-13
-93.3933933933934,5.769832283858357e-13
-93.1931931931932,6.294299539417194e-13
-92.992992992993,6.849610404456369e-13
-92.7927927927928,7.436645490289683e-13
-92.5925925925926,8.056285372978409e-13
-92.3923923923924,8.709410593330246e-13
-92.1921921921922,9.396901656898634e-13
-91.991991991992,1.0119639033982699e-12
-91.7917917917918,1.0878503159627956e-12
-91.5915915915916,1.1674374433627836e-12
-91.3913913913914,1.2508133220525936e-12
-91.1911911911912,1.3380659849618778e-12
-90.990990990991,1.4292834614958772e-12
-90.7907907907908,1.5245537775357027e-12
-90.5905905905906,1.623964955438566e-12
-90.3903903903904,1.7276050140379304e-12
-90.1901901901902,1.8355619686435656e-12
-89.98998998999,1.9479238310415025e-12
-89.7897897897898,2.0647786094939037e-12
-89.5895895895896,2.186214308738875e-12
-89.3893893893894,2.312318929990259e-12
-89.1891891891892,2.4431804709374543e-12
-88.988988988989,2.5788869257453026e-12
-88.78878878878879,2.7195262850540783e-12
-88.58858858858859,2.8651865359795975e-12
-88.38838838838839,3.0159556621134465e-12
-88.18818818818819,3.171921643523314e-12
-87.98798798798799,3.333172456753385e-12
-87.78778778778779,3.49979607482475e-12
-87.58758758758759,3.671880467235772e-12
-87.38738738738739,3.84951359996237e-12
-87.18718718718719,4.032783435458163e-12
-86.98698698698699,4.221777932654471e-12
-86.78678678678679,4.4165850469601725e-12
-86.58658658658659,4.617292730261437e-12
-86.38638638638639,4.8239889309213915e-12
-86.18618618618619,5.036761593779782e-12
-85.98598598598599,5.255698660152686e-12
-85.78578578578579,5.480888067832357e-12
-85.58558558558559,5.712417751087219e-12
-85.38538538538539,5.950375640662057e-12
-85.18518518518519,6.194849663778376e-12
-84.98498498498498,6.4459277441349e-12
-84.78478478478479,6.703697801908145e-12
-84.58458458458458,6.968247753752988e-12
-84.38438438438439,7.2396655128031555e-12
-84.18418418418418,7.518038988671549e-12
-83.98398398398399,7.803456087450366e-12
-83.78378378378378,8.096004711710997e-12
-83.58358358358359,8.395772760503708e-12
-83.38338338338338,8.702848129357167e-12
-83.18318318318319,9.017318710277892e-12
-82.98298298298297,9.339272391749719e-12
-82.78278278278279,9.668797058733388e-12
-82.58258258258257,1.0005980592666336e-11
-82.38238238238239,1.0350910871462738e-11
-82.18218218218217,1.070367576951385e-11
-81.98198198198199,1.1064363157688574e-11
-81.78178178178177,1.1433060903334232e-11
-81.58158158158159,1.1809856870277393e-11
-81.38138138138137,1.2194838918824671e-11
-81.18118118118119,1.2588094905763366e-11
-80.98098098098097,1.2989712684361818e-11
-80.78078078078079,1.3399780104369465e-11
-80.58058058058057,1.3818385012016532e-11
-80.38038038038039,1.4245615250013446e-11
-80.18018018018017,1.4681558657550037e-11
-79.97997997997999,1.5126303070294657e-11
-79.77977977977977,1.557993632039339e-11
-79.57957957957959,1.604254623646948e-11
-79.37937937937937,1.651422064362308e-11
-79.17917917917919,1.6995047363431428e-11
-78.97897897897897,1.7485114213949444e-11
-78.77877877877879,1.798450900971064e-11
-78.57857857857857,1.8493319561728297e-11
-78.37837837837837,1.9011633677496688e-11
-78.17817817817817,1.9539539160992175e-11
-77.97797797797797,2.007712381267403e-11
-77.77777777777777,2.0624475429484796e-11
-77.57757757757757,2.1181681804850167e-11
-77.37737737737737,2.1748830728678355e-11
-77.17717717717717,2.232600998735904e-11
-76.97697697697697,2.2913307363762088e-11
-76.77677677677677,2.3510810637236202e-11
-76.57657657657657,2.4118607583607772e-11
-76.37637637637637,2.473678597518012e-11
-76.17617617617617,2.536543358073327e-11
-75.97597597597597,2.600463816552439e-11
-75.77577577577577,2.665448749128879e-11
-75.57557557557557,2.731506931624141e-11
-75.37537537537537,2.798647139507863e-11
-75.17517517517517,2.8668781478980016e-11
-74.97497497497497,2.936208731560985e-11
-74.77477477477477,3.0066476649118115e-11
-74.57457457457457,3.078203722014081e-11
-74.37437437437437,3.150885676579948e-11
-74.17417417417417,3.2247023019700016e-11
-73.97397397397397,3.2996623711930887e-11
-73.77377377377377,3.375774656906114e-11
-73.57357357357357,3.4530479314138357e-11
-73.37337337337337,3.531490966668708e-11
-73.17317317317317,3.611112534270782e-11
-72.97297297297297,3.6919214054677006e-11
-72.77277277277277,3.773926351154789e-11
-72.57257257257257,3.857136141875224e-11
-72.37237237237237,3.941559547820277e-11
-72.17217217217217,4.0272053388295766e-11
-71.97197197197197,4.114082284391372e-11
-71.77177177177177,4.202199153642731e-11
-71.57157157157157,4.291564715369659e-11
-71.37137137137137,4.382187738007104e-11
-71.17117117117117,4.474076989638851e-11
-70.97097097097097,4.567241237997304e-11
-70.77077077077077,4.661689250463204e-11
-70.57057057057057,4.7574297940653155e-11
-70.37037037037037,4.854471635480133e-11
-70.17017017017017,4.95282354103166e-11
-69.96996996996997,5.052494276691304e-11
-69.76976976976977,5.153492608077903e-11
-69.56956956956957,5.255827300457898e-11
-69.36936936936937,5.359507118745629e-11
-69.16916916916917,5.464540827503702e-11
-68.96896896896897,5.5709371909433985e-11
-68.76876876876877,5.6787049729250345e-11
-68.56856856856857,5.787852936958229e-11
-68.36836836836837,5.898389846202028e-11
-68.16816816816817,6.01032446346486e-11
-67.96796796796797,6.123665551204308e-11
-67.76776776776777,6.238421871526752e-11
-67.56756756756756,6.354602186186921e-11
