x,y
-10.0,3.139525976465127
-9.99,9.4061876546814
-9.98,15.63572740750167
-9.97,21.803560087530048
-9.96,27.885344076985106
-9.95,33.85707735298148
-9.94,39.69519221248967
-9.93,45.37664828333886
-9.92,50.87902345403736
-9.91,56.18060236357527
-9.9,61.26046210205842
-9.89,66.0985547838706
-9.88,70.67578666749382
-9.87,74.97409350986209
-9.86,78.97651185753841
-9.85,82.66724599385061
-9.84,86.03173027729532
-9.83,89.0566866254955
-9.82,91.7301769177156
-9.81,94.04165010917153
-9.8,95.9819838711744
-9.79,97.54352059286967
-9.78,98.72009760216042
-9.77,99.50707148713906
-9.76,99.90133642141518
-9.75,99.90133642141696
-9.74,99.5070714871371
-9.73,98.72009760216255
-9.72,97.5435205928686
-9.71,95.98198387117192
-9.7,94.04165010917312
-9.69,91.73017691771666
-9.68,89.05668662549621
-9.67,86.03173027729346
-9.66,82.66724599385603
-9.65,78.9765118575306
-9.64,74.97409350986518
-9.63,70.67578666749836
-9.62,66.09855478386243
-9.61,61.260462102057886
-9.6,56.18060236357585
-9.59,50.87902345403601
-9.58,45.376648283347876
-9.57,39.695192212489296
-9.56,33.85707735297744
-9.55,27.88534407698923
-9.54,21.80356008752373
-9.53,15.635727407500234
-9.52,9.406187654681931
-9.51,0.0
-9.5,-6.266661678218943
-9.49,-6.229539752808355
-9.48,-6.167832680042682
-9.47,-6.081783989443098
-9.46,-5.971733275992141
-9.45,-5.838114859510792
-9.44,-5.681456070831935
-9.43,-5.502375170732183
-9.42,-5.301578909530959
-9.41,-5.079859738473511
-9.4,-4.838092681822307
-9.39,-4.577231883636044
-9.38,-4.298306842344995
-9.37,-4.002418347681754
-9.36,-3.6907341363168986
-9.35,-3.364484283441343
-9.34,-3.024956348198835
-9.33,-2.6734902922069494
-9.32,-2.3114731914831093
-9.31,-1.940333761998089
-9.3,-1.561536721690371
-9.29,-1.1765770092790258
-9.28,-0.7869738849915987
-9.27,-0.39426493426476256
-9.26,0.0
-9.25,0.39426493426476256
-9.24,0.7869738849915987
-9.23,1.1765770092967893
-9.22,1.5615367216728848
-9.21,1.9403337620158632
-9.2,2.311473191447227
-9.19,2.673490292224713
-9.18,3.024956348198835
-9.17,3.3644842834591064
-9.16,3.690734136299135
-9.15,4.002418347681754
-9.14,4.298306842381641
-9.13,4.577231883563465
-9.12,4.838092681858189
-9.11,5.079859738473511
-9.1,5.301578909530959
-9.09,5.502375170714064
-9.08,5.681456070832645
-9.07,5.838114859528201
-9.06,5.971733275993201
-9.05,6.081783989442018
-9.04,6.167832680042682
-9.03,6.229539752844593
-9.02,6.2666616781471784
-9.01,3.1395259765077514
-9.0,3.1395259764722243
-8.99,9.406187654655286
-8.98,15.63572740753505
-8.97,21.803560087500994
-8.96,27.885344076994205
-8.95,33.857077352942625
-8.94,39.695192212578114
-8.93,45.37664828330347
-8.92,50.87902345405377
-8.91,56.18060236351403
-8.9,61.26046210210265
-8.89,66.09855478385886
-8.879999999999999,70.67578666749705
-8.87,74.97409350986163
-8.86,78.97651185754339
-8.85,82.66724599384324
-8.84,86.03173027730163
-8.83,89.0566866255019
-8.82,91.73017691769002
-8.81,94.04165010919301
-8.8,95.98198387117085
-8.79,97.54352059286185
-8.78,98.72009760215829
-8.77,99.50707148711471
-8.76,99.90133642141572
-8.75,99.9013364214143
-8.74,99.50707148718577
-8.73,98.72009760215829
-8.72,97.54352059290306
-8.71,95.9819838710799
-8.7,94.04165010920865
-8.69,91.73017691779731
-8.68,89.05668662535766
-8.67,86.03173027737411
-8.66,82.66724599380629
-8.65,78.97651185754623
-8.64,74.97409350991724
-8.629999999999999,70.67578666742529
-8.62,66.09855478388054
-8.61,61.260462102057886
-8.6,56.18060236358438
-8.59,50.8790234540893
-8.58,45.376648283338994
-8.57,39.695192212436716
-8.56,33.85707735299805
-8.55,27.885344076967915
-8.54,21.803560087577733
-8.53,15.635727407500234
-8.52,9.406187654690457
-8.51,7.105427357601153e-11
-8.5,-6.266661678395868
-8.49,-6.229539752738722
-8.48,-6.167832680006445
-8.47,-6.0817839894754275
-8.46,-5.971733276066037
-8.45,-5.838114859386803
-8.44,-5.6814560709022786
-8.43,-5.502375170679958
-8.42,-5.301578909495787
-8.41,-5.079859738614909
-8.4,-4.838092681733844
-8.39,-4.577231883632743
-8.379999999999999,-4.298306842400826
-8.37,-4.0024183476810435
-8.36,-3.690734136300556
-8.35,-3.364484283352525
-8.34,-3.0249563483409436
-8.33,-2.6734902921533035
-8.32,-2.3114731914831093
-8.31,-1.9403337620133656
-8.3,-1.5615367216750944
-8.29,-1.176577009260907
-8.28,-0.7869738849564268
-8.27,-0.3942649342292354
-8.26,-1.4210854715202306e-10
-8.25,0.3942649343002897
-8.24,0.7869738850274811
-8.23,1.176577009260907
-8.22,1.5615367216753717
-8.21,1.940333762013021
-8.2,2.3114731915541635
-8.19,2.6734902921533035
-8.18,3.0249563482698894
-8.17,3.3644842834235793
-8.16,3.690734136229502
-8.15,4.002418347700228
-8.14,4.298306842380877
-8.129999999999999,4.577231883616504
-8.12,4.838092681750897
-8.11,5.079859738543854
-8.1,5.301578909495077
-8.09,5.502375170751723
-8.08,5.6814560709022786
-8.07,5.838114859386803
-8.06,5.971733276067098
-8.05,6.0817839894743475
-8.04,6.167832680006445
-8.03,6.229539752809776
-8.02,6.266661678182706
-8.01,3.1395259765077514
-8.0,3.1395259765077514
-7.99,9.406187654692589
-7.98,15.635727407497424
-7.97,21.803560087505257
-7.96,27.885344076985657
-7.95,33.857077352916
-7.939999999999999,39.69519221257524
-7.93,45.376648283338284
-7.92,50.87902345394719
-7.91,56.18060236358509
-7.9,61.2604621020991
-7.890000000000001,66.09855478390452
-7.88,70.67578666745513
-7.87,74.97409350978961
-7.859999999999999,78.97651185757891
-7.85,82.66724599380842
-7.84,86.03173027737269
-7.83,89.05668662556442
-7.82,91.73017691744099
-7.81,94.04165010935004
-7.8,95.98198387099961
-7.79,97.54352059327597
-7.779999999999999,98.72009760201547
-7.77,99.50707148704437
-7.76,99.90133642134325
-7.75,99.90133642162888
-7.74,99.50707148703016
-7.73,98.72009760216302
-7.72,97.54352059300751
-7.71,95.98198387094419
-7.699999999999999,94.04165010914558
-7.689999999999999,91.73017691789782
-7.68,89.05668662535979
-7.67,86.0317302775148
-7.66,82.66724599366489
-7.65,78.97651185749365
-7.640000000000001,74.9740935099772
-7.63,70.67578666725476
-7.62,66.09855478411626
-7.609999999999999,61.26046210212894
-7.6,56.18060236344156
-7.59,50.87902345394719
-7.58,45.376648283784505
-7.57,39.695192211847704
-7.56,33.85707735347198
-7.55,27.885344076721335
-7.54,21.80356008792041
-7.529999999999999,15.635727407074619
-7.52,9.406187654973253
-7.51,-1.4210854715202306e-10
-7.5,-6.266661678323393
-7.49,-6.229539752946911
-7.48,-6.1678326798694725
-7.47,-6.081783989479691
-7.46,-5.97173327591309
-7.449999999999999,-5.838114859401916
-7.439999999999999,-5.681456071179185
-7.43,-5.502375170465374
-7.42,-5.301578909640738
-7.41,-5.079859738400325
-7.4,-4.838092681883769
-7.390000000000001,-4.577231883625334
-7.38,-4.298306842245927
-7.37,-4.002418347694189
-7.359999999999999,-3.6907341362280808
-7.35,-3.364484283565688
-7.34,-3.0249563482698894
-7.33,-2.6734902922826222
-7.32,-2.3114731914232185
-7.31,-1.940333762036103
-7.3,-1.5615367215005782
-7.29,-1.1765770094142796
-7.279999999999999,-0.7869738848853726
-7.27,-0.3942649343002897
-7.26,0.0
-7.25,0.3942649343002897
-7.24,0.7869738851838005
-7.23,1.1765770088202658
-7.22,1.5615367218075327
-7.21,1.9403337620103511
-7.199999999999999,2.3114731914378397
-7.19,2.673490292282385
-7.18,3.0249563482698894
-7.17,3.364484283565688
-7.16,3.6907341362280808
-7.15,4.002418347694544
-7.140000000000001,4.2983068422455455
-7.13,4.577231883625741
-7.12,4.838092681883339
-7.109999999999999,5.0798597385452755
-7.1,5.301578909495787
-7.09,5.502375170749591
-7.08,5.6814560707608806
-7.07,5.838114859393908
-7.0600000000000005,5.971733276046672
-7.05,6.081783989496744
-7.04,6.167832680139479
-7.029999999999999,6.229539752668378
-7.02,6.266661678179863
-7.01,3.1395259765077514
-7.0,3.1395259765091725
-6.99,9.406187654696142
-6.98,15.63572740763598
-6.97,21.80356008750739
-6.96,27.885344076991707
-6.949999999999999,33.8570773527616
-6.94,39.69519221272167
-6.93,45.376648283196175
-6.92,50.87902345394719
-6.91,56.180602363727196
-6.9,61.260462102241206
-6.890000000000001,66.09855478333608
-6.88,70.67578666774077
-6.87,74.97409351007099
-6.859999999999999,78.97651185715401
-6.85,82.66724599395053
-6.84,86.0317302775148
-6.83,89.05668662550048
-6.82,91.73017691771204
-6.8100000000000005,94.04165010871499
-6.8,95.98198387142878
-6.79,97.54352059313102
-6.779999999999999,98.72009760187478
-6.77,99.50707148761423
-6.76,99.90133642105761
-6.75,99.90133642134609
-6.74,99.50707148688805
-6.73,98.72009760287072
-6.72,97.54352059286825
-6.71,95.9819838704525
-6.699999999999999,94.04165010941382
-6.69,91.73017691769394
-6.68,89.0566866255019
-6.67,86.03173027751338
-6.66,82.66724599366631
-6.65,78.97651185749507
-6.640000000000001,74.97409351025715
-6.63,70.67578666754324
-6.62,66.09855478297655
-6.609999999999999,61.26046210283806
-6.6,56.1806023634444
-6.59,50.879023453662974
-6.58,45.37664828405025
-6.57,39.69519221216671
-6.5600000000000005,33.85707735302985
-6.55,27.885344077572565
-6.54,21.803560086358637
-6.529999999999999,15.635727407924428
-6.52,9.406187654691879
-6.51,0.0
-6.5,-6.266661678184127
-6.49,-6.229539752944069
-6.48,-6.16783268015369
-6.47,-6.0817839889098355
-6.46,-5.97173327635789
-6.449999999999999,-5.838114859368847
-6.44,-5.681456071338758
-6.43,-5.502375170182578
-6.42,-5.301578909495787
-6.41,-5.079859738258216
-6.4,-4.838092682449361
-6.390000000000001,-4.577231883628176
-6.38,-4.298306841391855
-6.37,-4.002418348548261
-6.359999999999999,-3.690734136512298
-6.35,-3.3644842824273984
-6.34,-3.0249563491239617
-6.33,-2.673490292012616
-6.32,-2.311473191112206
-6.3100000000000005,-1.9403337629042139
-6.3,-1.5615367206436637
-6.29,-1.1765770094157006
-6.279999999999999,-0.7869738854566489
-6.27,-0.3942649340160726
-6.26,0.0
-6.25,0.3942649343002897
-6.24,0.7869738849024256
-6.23,1.1765770099557131
-6.22,1.5615367203907105
-6.21,1.940333762573101
-6.199999999999999,2.311473191442103
-6.19,2.673490292280964
-6.18,3.0249563479856723
-6.17,3.3644842829972537
-6.16,3.6907341376491662
-6.15,4.002418347127531
-6.140000000000001,4.2983068425283415
-6.13,4.577231882775932
-6.12,4.838092682448931
-6.109999999999999,5.079859738542433
-6.1,5.30157890921157
-6.09,5.502375170751012
-6.08,5.681456070762302
-6.07,5.838114859679546
-6.0600000000000005,5.971733276048093
-6.05,6.0817839892082635
-6.04,6.1678326801409
-6.029999999999999,6.229539752665536
-6.02,6.266661678752561
-6.01,3.1395259765077514
-6.0,3.139525975370883
-5.99,9.406187655265997
-5.98,15.635727407917354
-5.97,21.803560087505968
-5.96,27.885344076709966
-5.95,33.85707735333271
-5.94,39.69519221243461
-5.93,45.376648283196175
-5.92,50.87902345394861
-5.91,56.18060236370304
-5.9,61.26046210171849
-5.89,66.09855478416618
-5.88,70.67578666749492
-5.87,74.97409350999521
-5.86,78.9765118566212
-5.85,82.66724599594005
-5.84,86.0317302755267
-5.83,89.05668662627781
-5.82,91.7301769170104
-5.81,94.04165010949357
-5.8,95.9819838709584
-5.79,97.54352059350063
-5.78,98.72009760112137
-5.77,99.50707148789702
-5.76,99.90133642134182
-5.75,99.90133642134467
-5.74,99.50707148717511
-5.73,98.72009760230371
-5.72,97.54352059246892
-5.71,95.98198387152968
-5.7,94.04165010930599
-5.69,91.73017691768968
-5.68,89.05668662521768
-5.67,86.031730277232
-5.66,82.6672459940159
-5.65,78.97651185736301
-5.64,74.97409351004069
-5.63,70.67578666749492
-5.62,66.09855478392176
-5.61,61.26046210194018
-5.6,56.180602363725775
-5.59,50.879023454517046
-5.58,45.376648282934696
-5.57,39.69519221155638
-5.56,33.85707735390399
-5.55,27.885344076708545
-5.54,21.803560088369988
-5.53,15.63572740592073
-5.52,9.406187655261734
-5.51,0.0
-5.5,-6.266661678182706
-5.49,-6.229539752371371
-5.48,-6.167832680443591
-5.47,-6.081783988634145
-5.46,-5.9717332777610315
-5.45,-5.838114857670131
-5.44,-5.681456071624396
-5.43,-5.502375170749591
-5.42,-5.30157890921157
-5.41,-5.079859738813861
-5.4,-4.83809268162328
-5.39,-4.577231883331576
-5.38,-4.2983068431113685
-5.37,-4.002418347383326
-5.36,-3.690734136241964
-5.35,-3.364484283565688
-5.34,-3.0249563479856723
-5.33,-2.6734902931338524
-5.32,-2.311473190004975
-5.31,-1.9403337626045372
-5.3,-1.5615367209420916
-5.29,-1.1765770110941072
-5.28,-0.786973883194211
-5.27,-0.394264935152941
-5.26,0.0
-5.25,0.3942649345845068
-5.24,0.7869738848995834
-5.23,1.1765770093887
-5.22,1.5615367209420916
-5.21,1.9403337631729713
-5.2,2.3114731905736146
-5.19,2.673490292565181
-5.18,3.0249563485541064
-5.17,3.3644842824288195
-5.16,3.69073413737916
-5.15,4.002418346814537
-5.14,4.2983068431113685
-5.13,4.577231882194708
-5.12,4.838092682760578
-5.11,5.079859739950278
-5.1,5.301578907506268
-5.09,5.502375171318025
-5.08,5.681456071056466
-5.07,5.838114859374915
-5.06,5.971733276624163
-5.05,6.081783987494434
-5.04,6.167832682152284
-5.03,6.229539751802384
-5.02,6.266661678182706
-5.01,3.1395259759393173
-5.0,3.13952597764462
-4.99,9.406187654414767
-4.98,15.635727407634558
-4.97,21.803560087505968
-4.96,27.885344076708545
-4.95,33.85707735304565
-4.94,39.69519221271883
-4.93,45.37664828376745
-4.92,50.8790234528089
-4.91,56.18060236399294
-4.9,61.26046210199986
-4.89,66.09855478416618
-4.88,70.67578666749492
-4.87,74.974093509711
-4.86,78.97651185747385
-4.85,82.66724599423475
-4.84,86.03173027666357
-4.83,89.05668662599359
-4.82,91.73017691729461
-4.81,94.04165010949357
-4.8,95.98198387152684
-4.79,97.54352059207955
-4.78,98.72009760254245
-4.77,99.50707148732859
-4.76,99.90133642134182
-4.75,99.90133642134467
-4.74,99.50707148689374
-4.73,98.72009760201381
-4.72,97.54352059360863
-4.71,95.98198387096124
-4.7,94.04165010902177
-4.69,91.73017691740546
-4.68,89.05668662578611
-4.67,86.031730277232
-4.66,82.66724599373168
-4.65,78.97651185764722
-4.64,74.97409351003785
-4.63,70.67578666749776
-4.62,66.09855478363754
-4.61,61.260462102224395
-4.6,56.180602363725775
-4.59,50.879023453951454
-4.58,45.37664828321323
-4.57,39.69519221298031
-4.56,33.85707735276428
-4.55,27.885344077282664
-4.54,21.803560087514494
-4.53,15.635727407344657
-4.52,9.406187654124865
-4.51,0.0
-4.5,-6.266661678185548
-4.49,-6.229539753224023
-4.48,-6.16783267959094
-4.47,-6.081783989199737
-4.46,-5.971733276055729
-4.45,-5.838114859088375
-4.44,-5.6814560713487054
-4.43,-5.502375170175473
-4.42,-5.301578910354123
-4.41,-5.079859737958367
-4.4,-4.838092682475931
-4.39,-4.577231883328734
-4.38,-4.2983068419745
-4.37,-4.002418348241662
-4.36,-3.690734136523339
-4.35,-3.3644842824288195
-4.34,-3.0249563485512643
-4.33,-2.673490292281201
-4.32,-2.311473191997337
-4.31,-1.940333761470511
-4.3,-1.5615367215105258
-4.29,-1.1765770096644952
-4.28,-0.7869738846266652
-4.27,-0.3942649345816646
-4.26,0.0
-4.25,0.3942649345816646
-4.24,0.786973884626735
-4.23,1.1765770096643906
-4.22,1.5615367215105258
-4.21,1.940333761470511
-4.2,2.311473191997542
-4.19,2.673490292280964
-4.18,3.0249563485512643
-4.17,3.3644842824288195
-4.16,3.6907341365236666
-4.15,4.0024183482413065
-4.14,4.2983068419745
-4.13,4.577231883328734
-4.12,4.838092682476361
-4.11,5.079859737957916
-4.1,5.301578910354123
-4.09,5.502375170175473
-4.08,5.68145607134921
-4.07,5.838114859087856
-4.06,5.971733276055729
-4.05,6.081783989199737
-4.04,6.167832679591488
-4.03,6.229539753223469
-4.02,6.266661678185548
-4.01,3.1395259770705013
-4.0,3.139525976232061
-3.99,9.406187654968573
-3.98,15.63572740707604
-3.97,21.803560087786373
-3.96,27.885344076424328
-3.95,33.857077353052674
-3.94,39.695192212148235
-3.93,45.37664828347838
-3.92,50.879023454227145
-3.91,56.180602364013176
-3.9,61.260462101976884
-3.89,66.09855478331913
-3.88,70.67578666833052
-3.87,74.97409350977304
-3.86,78.97651185684137
-3.85,82.66724599454372
-3.84,86.03173027748211
-3.83,89.05668662438949
-3.82,91.73017691776036
-3.81,94.04165010980772
-3.8,95.9819838706344
-3.79,97.54352059279712
-3.78,98.72009760238637
-3.77,99.50707148709395
-3.76,99.90133642191026
-3.75,99.9013364209894
-3.74,99.507071487111
-3.73,98.7200976023608
-3.72,97.54352059282839
-3.71,95.98198387173147
-3.7,94.04165010872201
-3.69,91.73017691769783
-3.68,89.05668662559457
-3.67,86.03173027741106
-3.66,82.66724599348359
-3.65,78.97651185789297
-3.64,74.97409350986399
-3.63,70.67578666709417
-3.62,66.09855478455547
-3.61,61.260462101871724
-3.6,56.180602362992836
-3.59,50.87902345394861
-3.58,45.37664828391809
-3.5700000000000003,39.695192211862256
-3.56,33.85707735318057
-3.55,27.885344077427614
-3.54,21.803560086791613
-3.53,15.6357274080708
-3.52,9.406187655110681
-3.51,0.0
-3.5,-6.266661679021146
-3.49,-6.229539751975756
-3.4799999999999995,-6.167832680987267
-3.47,-6.081783989352944
-3.46,-5.971733275757301
-3.45,-5.838114858982696
-3.4399999999999995,-5.681456071599573
-3.43,-5.502375170328706
-3.42,-5.301578910047168
-3.41,-5.07985973785844
-3.3999999999999995,-4.838092681589819
-3.39,-4.57723188348485
-3.38,-4.298306842810098
-3.37,-4.002418348136146
-3.3599999999999994,-3.6907341356399153
-3.35,-3.364484283719016
-3.34,-3.0249563485541064
-3.33,-2.6734902915735006
-3.3200000000000003,-2.3114731914119524
-3.31,-1.940333762755086
-3.3,-1.5615367213542064
-3.29,-1.1765770092779078
-3.28,-0.7869738850161124
-3.27,-0.39426493473796653
-3.26,0.0
-3.25,0.3942649348857769
-3.24,0.7869738847176146
-3.2299999999999995,1.1765770094286472
-3.22,1.5615367213541371
-3.21,1.9403337629058073
-3.2,2.3114731909542603
-3.1899999999999995,2.6734902920340513
-3.18,3.024956348400495
-3.17,3.3644842838698
-3.16,3.6907341354887886
-3.1499999999999995,4.002418347986044
-3.14,4.298306842960542
-3.13,4.577231883632846
-3.12,4.838092681441381
-3.1099999999999994,5.079859738842508
-3.1,5.301578909063542
-3.09,5.502375170183999
-3.08,5.681456070905831
-3.0700000000000003,5.83811485967076
-3.06,5.971733275907671
-3.05,6.081783989353214
-3.04,6.167832679997645
-3.03,6.22953975281475
-3.02,6.266661679171503
-3.01,3.1395259759393173
-3.0,3.139525976234903
-2.99,9.406187654814678
-2.9799999999999995,15.635727407082419
-2.97,21.80356008792848
-2.96,27.88534407756688
-2.95,33.85707735290053
-2.9399999999999995,39.69519221215284
-2.93,45.37664828362333
-2.92,50.879023454215776
-2.91,56.18060236274876
-2.8999999999999995,61.26046210197108
-2.89,66.09855478460095
-2.88,70.6757866671766
-2.87,74.97409350965887
-2.8599999999999994,78.97651185796754
-2.85,82.66724599354328
-2.84,86.03173027722632
-2.83,89.05668662589696
-2.8200000000000003,91.73017691750333
-2.81,94.0416501088158
-2.8,95.98198387162063
-2.79,97.54352059294776
-2.78,98.72009760224142
-2.77,99.5070714872389
-2.76,99.90133642077339
-2.75,99.90133642205805
-2.74,99.5070714871009
-2.7299999999999995,98.72009760229982
-2.72,97.54352059410452
