Time,X,Y,Z,R,Theta,Phi,label
3.4201357,5.38456,6.663064,4.983531,9.910877,59.812294,51.057606,BUENO
3.430042,5.3678,7.025785,5.00029,10.157649,60.510208,52.619656,BUENO
3.440088,5.324705,7.264008,5.007473,10.305002,60.926811,53.757626,BUENO
3.4504261,5.374983,7.322666,5.021838,10.379341,61.064144,53.720585,BUENO
3.4601159,5.4504,7.107188,5.043386,10.278849,60.616245,52.515919,BUENO
3.471468,5.488708,6.720524,5.046977,10.038095,59.815746,50.761204,BUENO
3.4801438,5.489904,6.332664,5.040992,9.78025,58.974087,49.07737,BUENO
3.490283,5.406107,6.062119,5.038598,9.558386,58.187653,48.273891,BUENO
3.5004449,5.26485,5.947197,5.001487,9.386302,57.801807,48.482635,BUENO
3.5100899,5.170279,6.013038,4.96318,9.355296,57.959343,49.309586,BUENO
3.5199919,5.087678,6.244078,4.908113,9.431996,58.643028,50.826832,BUENO
3.530571,5.013458,6.566098,4.844667,9.577015,59.611279,52.636932,BUENO
3.5403709,5.003881,6.856994,4.800375,9.751963,60.51162,53.879955,BUENO
3.5501339,5.026627,7.03177,4.820725,9.897079,60.850792,54.441105,BUENO
3.559994,5.009867,7.030573,4.936844,9.944856,60.236446,54.526974,BUENO
3.5702789,4.97156,6.87495,5.066131,9.881651,59.157452,54.127758,BUENO
3.5814409,4.950012,6.688202,5.194221,9.808904,58.025528,53.49445,BUENO
3.5898659,4.981137,6.517017,5.281609,9.755954,57.222855,52.608318,BUENO
3.5999978,5.019444,6.376956,5.298368,9.691909,56.860485,51.792931,BUENO
3.6098371,5.06254,6.294356,5.275623,9.64782,56.850857,51.190342,BUENO
3.6201558,5.123591,6.30513,5.075707,9.579597,58.004974,50.902454,BUENO
3.6299279,5.099649,6.379351,5.274426,9.722248,57.145264,51.361179,BUENO
3.639797,5.100847,6.501455,5.250484,9.790564,57.569233,51.883331,BUENO
3.6498539,5.070919,6.588843,5.284003,9.851282,57.562641,52.417324,BUENO
3.65979,5.018247,6.609194,5.317522,9.855977,57.348854,52.791225,BUENO
3.6716108,4.958392,6.588843,5.372589,9.84191,56.914577,53.036945,BUENO
3.6807878,4.941632,6.574478,5.468357,9.876558,56.380825,53.070057,BUENO
3.6901329,4.920084,6.63553,5.600038,9.979876,55.86581,53.443962,BUENO
3.700784,4.906917,6.740875,5.649119,10.071235,55.880814,53.947826,BUENO
3.710634,4.999093,6.831854,5.656301,10.181302,56.250858,53.805836,BUENO
3.720567,5.039794,6.836643,5.657499,10.205219,56.332455,53.603333,BUENO
3.7299829,5.018247,6.745663,5.638345,10.123127,56.153034,53.35363,BUENO
3.7405109,4.944026,6.58166,5.565322,9.936522,55.938145,53.086773,BUENO
3.7502339,4.833893,6.428432,5.465962,9.724608,55.80056,53.058472,BUENO
3.7606099,4.703409,6.285976,5.284003,9.463416,56.057472,53.194752,BUENO
3.7718959,4.570531,6.199785,5.319916,9.361014,55.367847,53.602066,BUENO
3.7803378,4.460398,6.197391,5.185841,9.230155,55.817078,54.256611,BUENO
3.7899671,4.404134,6.264429,5.099649,9.200319,56.338142,54.891312,BUENO
3.800204,4.335899,6.341043,5.035006,9.184777,56.75705,55.63633,BUENO
3.810039,4.258088,6.337452,5.001487,9.127402,56.77256,56.103134,BUENO
3.8199899,4.198233,6.274005,4.985925,9.046975,56.55645,56.211655,BUENO
3.8301978,4.165911,6.241684,4.989516,9.011587,56.380302,56.279514,BUENO
3.840836,4.361038,6.47871,4.997896,9.272071,57.382576,56.054173,BUENO
3.850862,4.490325,6.563704,5.079299,9.43634,57.434052,55.623402,BUENO
3.859973,4.490325,6.563704,5.137957,9.468042,57.134892,55.623402,BUENO
3.87024,4.635174,6.469133,5.193024,9.502737,56.874374,54.378166,BUENO
3.8801138,4.598064,6.338649,5.203797,9.402137,56.394627,54.042816,BUENO
3.8900888,4.583699,6.238092,5.199009,9.324902,56.114132,53.69186,BUENO
3.9002619,4.61243,6.187814,5.176264,9.292861,56.150375,53.298958,BUENO
3.9109249,4.663905,6.160281,5.187038,9.306258,56.125824,52.870895,BUENO
3.9200339,4.362236,6.042965,5.061342,9.00909,55.819355,54.17561,BUENO
3.929976,4.134786,6.05733,4.938041,8.841491,56.04734,55.682217,BUENO
3.9408569,4.041412,6.171055,4.783615,8.791923,57.037361,56.779285,BUENO
3.9505699,4.054581,6.385336,4.693832,8.901921,58.177933,57.58514,BUENO
3.961473,4.045004,6.550536,4.707001,9.023715,58.558643,58.304367,BUENO
3.9700768,3.891775,6.532579,4.763264,8.972692,57.936264,59.215691,BUENO
3.9801149,3.697845,6.40449,4.857835,8.848169,56.700092,59.998585,BUENO
3.9907219,3.473987,6.241684,4.829105,8.622498,55.940144,60.900631,BUENO
4.0007358,3.238158,6.124368,4.766856,8.409308,55.468819,62.133095,BUENO
4.0103259,3.075352,6.151901,4.556166,8.24999,56.477585,63.439407,BUENO
4.0199656,3.18788,6.451177,4.292804,8.379046,59.181107,63.703503,BUENO
4.0300679,3.350685,6.897695,4.15394,8.721267,61.555973,64.090965,BUENO
4.0400262,3.30759,7.207744,4.252102,8.99845,61.800884,65.349899,BUENO
4.0508018,3.204639,7.229292,4.36463,9.032296,61.103767,66.092995,BUENO
4.0601377,3.104083,7.029376,4.292804,8.802024,60.810055,66.174362,BUENO
4.0700479,2.970007,6.764817,4.167108,8.482244,60.575634,66.29673,BUENO
4.0800657,2.82037,6.512228,4.046201,8.16917,60.310379,66.58313,BUENO
4.0911527,2.610877,6.368577,3.921702,7.921817,60.326897,67.708214,BUENO
4.1007247,2.4361,6.448782,3.785233,7.864437,61.229,69.305374,BUENO
4.1101117,2.312799,6.798336,3.683479,8.07059,62.844456,71.211655,BUENO
4.1204839,2.365471,7.430405,3.535039,8.56171,65.613533,72.34111,BUENO
4.130168,2.543839,8.086416,3.351882,9.115721,68.425941,72.537376,BUENO
4.140202,2.670732,8.560468,3.209427,9.524434,70.307762,72.672897,BUENO
4.1500649,2.686294,8.674192,3.117251,9.600783,71.053383,72.79287,BUENO
4.1601028,2.553416,8.374918,2.995146,9.253653,71.114876,73.044136,BUENO
4.1699028,2.384625,7.830236,2.752135,8.635583,71.415855,73.062378,BUENO
4.1807208,2.229002,7.211336,2.584541,7.978199,71.098,72.823784,BUENO
4.1905322,2.097321,6.698977,2.343924,7.400609,71.535301,72.615662,BUENO
4.1999831,1.974019,6.281188,2.13084,6.9203,72.066589,72.553383,BUENO
4.2099638,1.918953,5.996278,1.905785,6.577974,73.158676,72.254082,BUENO
4.2205396,1.917756,5.866991,1.634043,6.385097,75.172188,71.89888,BUENO
4.2300987,1.871069,5.931635,1.271321,6.348342,78.447815,72.492699,BUENO
4.2401047,1.679533,6.154295,0.888249,6.440898,82.073212,74.735451,BUENO
4.2500358,1.385046,6.567295,0.612916,6.739687,84.782242,78.090813,BUENO
4.259975,1.069011,7.107188,0.519542,7.205888,85.86541,81.446114,BUENO
4.270452,0.890643,7.82066,0.240617,7.874887,88.249054,83.502953,BUENO
4.2809377,0.940921,8.676587,0.040701,8.727551,89.732796,83.810822,BUENO
4.2905717,1.063026,9.520543,-0.047884,9.579825,90.286392,83.628975,BUENO
4.3003731,1.243788,10.023325,-0.049081,10.10032,90.278419,82.926361,BUENO
4.3100519,1.331176,9.847352,0.098162,9.937405,89.434021,82.301361,BUENO
4.320261,1.373075,9.093178,0.308852,9.201446,88.076469,81.413177,BUENO
4.3300371,1.340753,8.244433,0.56144,8.37159,86.154572,80.763123,BUENO
4.34056,1.144428,7.826645,0.665588,7.937827,85.190094,81.681046,BUENO
4.3505697,0.870292,7.906851,0.779313,7.992686,84.404587,83.718842,BUENO
4.3600039,0.69791,8.413225,0.750582,8.475424,84.919235,85.25795,BUENO
4.3709626,0.591368,9.178172,0.299275,9.202072,88.136261,86.313416,BUENO
4.380116,0.646434,9.844957,0.299275,9.870696,88.26255,86.243263,BUENO
4.3907919,0.648829,9.876082,0.282516,9.901404,88.36496,86.241241,BUENO
4.4006419,0.612916,9.618706,0.287304,9.642495,88.292587,86.353973,BUENO
4.4107027,0.629675,9.520543,0.178368,9.543011,88.929024,86.216049,BUENO
4.4203019,0.573411,9.57561,0.243011,9.59584,88.548851,86.573082,BUENO
4.4300528,0.59855,9.698911,0.1652,9.718766,89.026039,86.468575,BUENO
4.4411139,0.654814,9.822212,-0.057461,9.844183,90.334442,86.185928,BUENO
4.4501486,0.499191,9.701305,-0.192733,9.716052,91.136627,87.054382,BUENO
4.4604268,0.243011,9.40203,-0.243011,9.408309,91.48008,88.519424,BUENO
4.4705238,0.021548,8.978256,-0.125696,8.979162,90.802086,89.862488,BUENO
4.4799781,-0.191536,8.615535,-0.023942,8.617697,90.15918,91.27356,BUENO
4.4900866,-0.332794,8.524555,-0.007183,8.531052,90.048241,92.235664,BUENO
4.5003729,-0.393846,8.765172,0.055067,8.774188,89.640411,92.572746,DECENTE
4.5109158,-0.300472,9.150639,0.150835,9.156813,89.05616,91.880699,DECENTE
4.5202971,0.020351,9.520543,0.132878,9.521492,89.200378,89.877525,DECENTE
4.5310426,0.381875,9.697714,0.130484,9.706107,89.229721,87.74498,DECENTE
4.5407209,0.517148,9.630676,0.288501,9.648866,88.286598,86.926285,DECENTE
4.5510073,0.664391,9.339781,0.339977,9.369552,87.920547,85.931084,DECENTE
4.5601931,0.695516,8.993818,0.341174,9.027121,87.83403,85.577965,DECENTE
4.5708232,0.645237,8.801085,0.269348,8.828815,88.251762,85.806953,DECENTE
4.580658,0.64404,8.84059,0.094571,8.864522,89.388733,85.833344,DECENTE
4.5904078,0.6608,9.052477,-0.004788,9.076564,90.030228,85.825012,DECENTE
4.60215,0.757765,9.379285,0.009577,9.40985,89.941689,85.381027,DECENTE
4.6102147,0.968455,9.606734,-0.001197,9.655426,90.007103,84.243462,DECENTE
4.6200213,0.944513,9.390059,0.004788,9.437444,89.970932,84.256142,DECENTE
4.6302071,0.910994,9.312247,0.40462,9.365446,87.523849,84.412674,DECENTE
4.6412473,1.088165,9.831789,0.339977,9.897665,88.031548,83.684311,DECENTE
4.6505327,1.072602,10.152613,0.469264,10.219893,87.36824,83.969193,DECENTE
4.6601691,0.885855,10.45069,0.469264,10.49866,87.438171,85.154892,DECENTE
4.6708426,0.691924,10.748769,0.32202,10.775829,88.287544,86.316811,DECENTE
4.6807795,0.567426,10.996569,0.172383,11.012548,89.103096,87.046143,DECENTE
4.6907425,0.543484,11.048044,-0.064643,11.061593,90.334839,87.183731,DECENTE
4.7002358,0.70629,11.097125,-0.295684,11.123509,91.523209,86.358253,DECENTE
4.7106442,1.059434,11.311406,-0.033519,11.360961,90.169044,84.649246,DECENTE
4.7200618,1.35033,11.481394,0.563834,11.574269,87.207764,83.292244,DECENTE
4.7300801,1.63524,11.374852,1.161188,11.550309,84.230133,81.819252,DECENTE
4.7402048,1.662773,10.775105,1.543063,11.0113,81.944374,81.227531,DECENTE
4.7500057,1.351527,10.019734,1.780089,10.265984,80.014626,82.31794,DECENTE
4.7602906,0.916979,9.709685,1.778892,9.913794,79.663086,84.605011,DECENTE
4.7705736,0.672771,10.02572,1.796848,10.207661,79.861435,86.16095,DECENTE
4.7802668,0.820014,10.80623,1.714248,10.97204,81.011406,85.660515,DECENTE
4.7901149,1.279701,11.639412,1.764527,11.841752,81.430504,83.725784,DECENTE
4.8005309,1.728614,12.211626,1.757344,12.457936,81.890686,81.943039,DECENTE
4.8102126,1.778892,12.403162,1.887828,12.671494,81.432045,81.838158,DECENTE
4.8199806,1.51553,12.252327,2.112883,12.5252,80.288307,82.948715,DECENTE
4.8302655,1.143231,12.039244,1.98599,12.255387,80.674072,84.575531,DECENTE
4.8408589,0.567426,11.876437,1.821988,12.028772,81.287926,87.264633,DECENTE
4.8500166,-0.217872,11.822568,1.638831,11.937602,82.109337,91.055756,DECENTE
4.8611732,-0.920571,11.889606,1.594538,12.031322,82.384056,94.427376,DECENTE
4.8700137,-1.216254,12.047623,1.691504,12.226434,82.047729,95.764702,DECENTE
4.8799229,-0.993594,12.225991,1.382651,12.343979,83.568794,94.646156,DECENTE
4.8909459,-0.764947,12.338518,1.240196,12.424261,84.271164,93.547607,DECENTE
4.9006319,-0.618901,12.423512,1.240196,12.500591,84.306259,92.851944,DECENTE
4.9101419,-0.343568,12.504915,1.605312,12.612215,82.687424,91.573784,DECENTE
4.9200282,0.092177,12.570756,1.831564,12.70382,81.710533,89.57988,DECENTE
4.9303889,0.77213,12.686874,2.117671,12.885554,80.540833,86.517242,DECENTE
4.9399858,0.77213,12.723985,1.99437,12.90246,81.107979,86.527374,DECENTE
4.9505811,0.80924,12.583924,1.527501,12.702097,83.093132,86.320518,DECENTE
4.9611917,0.551863,12.575544,1.08577,12.634388,85.070053,87.487251,DECENTE
4.9703145,0.243011,12.585121,0.951695,12.623393,85.676292,88.893791,DECENTE
4.9799719,-0.134075,12.661736,0.774524,12.68611,86.499748,90.606682,DECENTE
4.9901357,-0.636858,12.868834,0.608127,12.898927,87.29776,92.83316,DECENTE
5.0000248,-1.291672,13.433866,0.774524,13.518026,86.715401,95.492126,DECENTE
5.010067,-1.636437,13.850457,0.870292,13.973923,86.429321,96.738281,DECENTE
5.0212541,-1.752556,14.086286,1.431733,14.266912,84.240479,97.092056,DECENTE
5.0300398,-1.271321,14.160506,2.269703,14.397491,80.929726,95.130226,DECENTE
5.0400028,-0.870292,14.60463,2.4361,14.831966,80.546532,93.410233,DECENTE
5.0501709,-0.899023,15.309723,2.40737,15.523894,81.07885,93.36068,DECENTE
5.0603676,-1.070208,15.878345,2.607286,16.126535,80.695763,93.855934,DECENTE
5.0704427,-1.066617,16.129736,3.037045,16.447786,79.359413,93.78331,DECENTE
5.0801258,-0.879869,16.23987,3.585317,16.65419,77.568031,93.101227,DECENTE
5.0907569,-0.596156,16.205154,4.04261,16.712423,76.00174,92.10685,DECENTE
5.0999761,-0.410606,16.187199,3.994725,16.677885,76.141655,91.453056,DECENTE
5.111084,-0.490811,16.224308,3.587711,16.623501,77.536263,91.732758,DECENTE
5.1200509,-0.909797,16.209942,3.157952,16.539728,78.992859,93.212402,DECENTE
5.1300111,-1.556231,16.061502,2.841918,16.385061,80.01178,95.534225,DECENTE
5.1401639,-2.209848,15.710752,2.627636,16.08153,80.596008,98.006599,DECENTE
5.1504416,-2.711433,15.279796,2.286463,15.686043,81.618469,100.062515,DECENTE
5.1601949,-3.076549,14.921862,2.026692,15.369925,82.422859,101.649841,DECENTE
5.1704159,-3.320758,14.713567,2.014721,15.217607,82.392044,102.718201,DECENTE
5.1806307,-3.435679,14.653711,2.110489,15.198333,82.017929,103.195114,DECENTE
5.1919918,-3.385401,14.596251,2.194286,15.143526,81.668556,103.05809,DECENTE
5.200223,-3.201048,14.464569,2.313996,14.994167,81.122269,102.478592,DECENTE
5.2102008,-2.992752,14.226347,2.260126,14.712365,81.163177,101.879913,DECENTE
5.2201304,-2.881422,13.89475,2.179921,14.356835,81.26651,101.715645,DECENTE
5.2300558,-2.926912,13.548787,1.796848,13.977307,82.613922,102.19014,DECENTE
5.240169,-3.056198,13.263878,1.347936,13.678001,84.344452,102.975357,DECENTE
5.2501979,-3.110068,13.123816,0.885855,13.516354,86.242172,103.331955,DECENTE
5.2600069,-3.002329,13.178884,0.433351,13.523488,88.163681,102.833733,DECENTE
5.270133,-2.773683,13.336901,0.216675,13.623993,89.08873,101.748367,DECENTE
5.2799587,-2.571373,13.464991,0.226252,13.710183,89.054436,100.811447,DECENTE
5.2907257,-2.579752,13.453019,0.328006,13.70206,88.628296,100.85527,DECENTE
5.3011518,-2.782062,13.189657,0.448913,13.487344,88.092613,101.910667,DECENTE
5.3102679,-3.129222,12.666524,0.4956,13.056741,87.824677,103.876869,DECENTE
5.319983,-3.50152,12.016499,0.403423,12.522764,88.153885,106.245735,DECENTE
5.3300509,-3.836708,11.416751,0.217872,12.046162,88.963669,108.575417,DECENTE
5.3399677,-4.015076,10.894814,-0.026336,11.611137,90.129959,110.2304,DECENTE
5.3500576,-4.080917,10.553641,-0.377087,11.321459,91.908722,111.140656,DECENTE
5.3601627,-4.080917,10.377667,-0.758962,11.177026,93.893593,111.466751,DECENTE
5.3710394,-4.109647,10.372879,-0.869095,11.191119,94.454041,111.613052,DECENTE
5.3808546,-4.188656,10.503363,-1.009156,11.352703,95.099823,111.741714,DECENTE
5.390039,-4.297592,10.705673,-1.051055,11.583845,95.205864,111.87207,DECENTE
5.4000545,-4.307169,10.791864,-1.137246,11.675161,95.58989,111.757561,DECENTE
5.4110179,-4.24492,10.712855,-1.286883,11.594855,96.372238,111.615723,DECENTE
5.4199605,-4.230555,10.516531,-1.493982,11.433591,97.50808,111.913773,DECENTE
5.4299898,-4.230555,10.289082,-1.602918,11.239757,98.19899,112.35096,DECENTE
5.4399872,-4.203021,10.035296,-1.582567,10.994411,98.27607,112.725098,DECENTE
5.4507027,-3.974375,9.604341,-1.206678,10.463989,96.621918,112.480278,DECENTE
5.4602461,-3.974375,9.604341,-1.206678,10.463989,96.621918,112.480278,DECENTE
5.470335,-4.159925,8.968679,-0.861913,9.923965,94.982506,114.883194,DECENTE
5.4806428,-4.424485,8.584411,-0.919373,9.701207,95.438026,117.266998,DECENTE
5.4900708,-4.788404,8.268375,-1.021127,9.609242,96.10006,120.076103,DECENTE
5.4999785,-5.0374,8.009802,-1.174356,9.534749,97.074852,122.16597,DECENTE
5.5099182,-5.025429,7.781156,-1.401805,9.368371,98.605583,122.856239,DECENTE
5.5200386,-4.817134,7.578846,-1.641225,9.128926,100.357117,122.440147,DECENTE
5.5306697,-4.551377,7.395689,-1.756147,8.859757,101.432663,121.608536,DECENTE
5.5400286,-4.31914,7.111976,-1.729811,8.498672,101.74398,121.270523,DECENTE
5.5521207,-4.02585,6.845023,-1.742979,8.130177,102.379387,120.461601,DECENTE
5.5611076,-3.727772,6.631939,-1.812411,7.820724,103.399803,119.340073,DECENTE
5.5700598,-3.554192,6.578069,-2.070984,7.758367,105.482002,118.382767,DECENTE
5.5802331,-3.660734,6.617573,-2.275689,7.897595,106.747208,118.950661,DECENTE
5.5911679,-3.819949,6.697779,-2.67552,8.161535,109.136559,119.697441,DECENTE
5.599967,-4.029441,6.737284,-2.691083,8.298754,108.921692,120.882843,DECENTE
5.6101456,-4.146757,6.622362,-2.853889,8.318411,110.064697,122.053764,DECENTE
5.6197987,-4.285621,6.372168,-2.784456,8.168492,109.930351,123.922928,DECENTE
5.6298575,-4.340688,6.100426,-2.875436,8.020281,111.009369,125.433319,DECENTE
5.6399188,-4.314352,5.819107,-2.908955,7.806258,111.878777,126.553658,DECENTE
5.6498828,-4.259285,5.66109,-2.785654,7.612444,111.465088,126.957031,DECENTE
5.6600609,-4.246117,5.518635,-2.433706,7.376162,109.265259,127.575195,DECENTE
5.6701751,-4.206613,5.462371,-2.297236,7.267075,108.428177,127.600136,DECENTE
5.679997,-4.072537,5.482722,-2.281674,7.200822,108.47332,126.604767,DECENTE
5.6902575,-3.958812,5.579687,-2.328361,7.226781,108.79512,125.355865,DECENTE
5.700191,-3.916914,5.724536,-2.428918,7.349298,109.29892,124.381203,DECENTE
5.7106609,-3.916914,5.89213,-2.501941,7.504607,109.474503,123.614784,DECENTE
5.7203779,-3.800795,6.099229,-2.487576,7.604911,109.092926,121.929512,DECENTE
5.7302618,-3.665523,6.30513,-2.334347,7.65767,107.748405,120.171822,DECENTE
5.7401819,-3.519476,6.490681,-2.1057,7.677866,105.917679,118.468117,DECENTE
5.7499499,-3.459621,6.6068,-1.832761,7.6797,103.806885,117.638603,DECENTE
5.7610512,-3.392584,6.652289,-1.520318,7.620626,101.507744,117.021011,DECENTE
5.770225,-3.287239,6.630742,-1.192312,7.496284,99.151978,116.370255,DECENTE
5.7801785,-3.123236,6.600814,-0.88346,7.355668,96.898224,115.321602,DECENTE
5.7901344,-2.912546,6.567295,-0.636858,7.212342,95.06588,113.916931,DECENTE
5.8002477,-2.711433,6.562507,-0.387861,7.111175,93.126602,112.448967,DECENTE
5.8115072,-2.561796,6.599617,-0.19393,7.082044,91.569145,111.21489,DECENTE
5.8200035,-2.410961,6.676231,0.023942,7.098266,89.806747,109.855972,DECENTE
5.8301458,-2.278083,6.78397,0.31364,7.16312,87.490479,108.562248,DECENTE
5.8402915,-2.142811,6.898892,0.635661,7.251925,84.971336,107.254906,DECENTE
5.8499146,-2.030283,6.968324,0.910994,7.315019,82.845955,106.24395,DECENTE
5.8602629,-1.905785,6.96593,1.167173,7.315633,80.819504,105.300934,DECENTE
5.8700328,-1.703475,6.845023,1.358709,7.183471,79.097176,103.97493,DECENTE
5.8799729,-1.464054,6.594829,1.482011,6.916038,77.62635,102.516693,DECENTE
5.890049,-1.349133,6.31351,1.56102,6.642089,76.407234,102.062111,DECENTE
5.9000139,-1.381454,6.053739,1.614889,6.415921,75.421852,102.854698,DECENTE
5.9103045,-1.510741,5.839458,1.771709,6.286538,73.630791,104.505104,DECENTE
5.920167,-1.628057,5.702989,2.164358,6.313406,69.951256,105.932686,DECENTE
5.9302816,-1.56102,5.641936,2.504335,6.367097,66.838486,105.465782,DECENTE
5.940145,-1.373075,5.629965,2.70066,6.393387,65.012878,103.706116,DECENTE
5.9501228,-1.16837,5.708974,2.876633,6.498653,63.726871,101.566162,DECENTE
5.9605098,-0.962469,5.866991,3.087323,6.699216,62.558128,99.316284,DECENTE
5.972681,-0.469264,6.009446,3.308787,6.87617,61.236446,94.465034,DECENTE
5.9904575,-0.342371,6.361394,3.341109,7.193577,62.324902,93.080688,DECENTE
6.0000744,-0.251391,6.560112,3.432088,7.407935,62.399815,92.194565,DECENTE
6.0117655,-0.192733,7.030573,3.790021,7.989391,61.680901,91.57029,DECENTE
6.0212097,-0.110133,7.255628,3.979163,8.275868,61.261345,90.869629,DECENTE
6.0311818,-0.023942,7.337031,4.232949,8.470564,60.018219,90.186966,DECENTE
6.0401149,-0.092177,7.286753,4.509479,8.569753,58.250347,90.724747,DECENTE
6.0502472,-0.28491,7.177817,4.627992,8.545205,57.208103,92.273056,DECENTE
6.061502,-0.591368,7.16824,4.74052,8.614285,56.611782,94.716125,DECENTE
6.0700288,-0.78051,7.320271,4.675876,8.721203,57.578037,96.08606,DECENTE
6.080534,-0.840365,7.653066,4.503493,8.919477,59.674919,96.266403,DECENTE
6.0900016,-0.768539,8.072051,4.213795,9.138092,62.540329,95.438728,DECENTE
6.1008019,-0.65242,8.558074,3.985149,9.462964,65.093979,94.359482,DECENTE
6.109973,-0.482432,9.057265,3.878607,9.864603,66.847221,93.048958,DECENTE
6.1202168,-0.428562,9.526528,3.73256,10.240625,68.624069,92.575783,DECENTE
6.130116,-0.389058,9.842564,3.628413,10.497276,69.778351,92.263611,DECENTE
6.140161,-0.377087,9.947908,3.475184,10.544192,70.756546,92.170822,DECENTE
6.1501756,-0.326809,9.84376,3.402161,10.420227,70.943779,91.901497,DECENTE
6.1601057,-0.351948,9.580399,3.58412,10.234932,69.501366,92.103882,DECENTE
6.170054,-0.447716,9.308656,3.876213,10.093391,67.416176,92.753616,DECENTE
6.180161,-0.456095,9.138668,4.077325,10.017378,65.981903,92.857162,DECENTE
6.1907587,-0.374693,9.016563,4.180276,9.945528,65.145386,92.379616,DECENTE
6.2008748,-0.245406,8.974665,4.255693,9.93558,64.638466,91.566322,DECENTE
6.2118936,-0.067038,9.035717,4.420894,10.059472,63.929565,90.425079,DECENTE
6.220294,0.052672,9.107543,4.663905,10.232406,62.883739,89.66864,DECENTE
6.2300305,0.059855,9.169792,4.784812,10.343264,62.444878,89.626015,DECENTE
6.2400389,-0.016759,9.19134,4.847061,10.391103,62.195076,90.104469,DECENTE
6.2501225,-0.011971,9.241618,4.820725,10.423389,62.452026,90.074219,DECENTE
6.2608156,0.070629,9.276335,4.830302,10.458833,62.494133,89.563766,DECENTE
6.270741,0.215478,9.248801,4.791995,10.418732,62.616745,88.665367,DECENTE
6.2802377,0.360327,9.190144,4.730943,10.342649,62.779202,87.754692,DECENTE
6.2907381,0.506374,9.111135,4.606444,10.221962,63.21513,86.818916,DECENTE
6.3002501,0.656011,8.991425,4.399345,10.031466,63.988304,85.82711,DECENTE
6.3103428,0.723049,8.91481,4.144363,9.857605,65.13871,85.363091,DECENTE
6.3199821,0.685939,8.99741,4.04261,9.887699,65.867233,85.64035,DECENTE
6.3308191,0.629675,9.182961,4.02585,10.046429,66.376518,86.07737,DECENTE
6.3401737,0.585382,9.350554,3.954024,10.169064,67.118362,86.417732,DECENTE
6.3503041,0.422577,9.451111,3.885789,10.227484,67.67028,87.439903,DECENTE
6.3601289,0.288501,9.509769,3.872621,10.272105,67.851791,88.262329,DECENTE
6.3699031,0.104148,9.504981,3.938462,10.289169,67.494171,89.372223,DECENTE
6.3801699,-0.057461,9.391256,4.067749,10.234529,66.580925,90.350563,DECENTE
6.3900285,-0.184354,9.222465,4.217386,10.142692,65.429955,91.145164,DECENTE
6.3999777,-0.259771,9.075222,4.295198,10.043697,64.681419,91.639595,DECENTE
6.4100971,-0.25618,9.01417,4.254497,9.971039,64.742607,91.627892,DECENTE
6.4201956,-0.112527,9.012972,4.138378,9.918291,65.339096,90.715302,DECENTE
6.4300442,0.038307,9.136273,4.054581,9.995628,66.069054,89.759766,DECENTE
6.4400859,0.069432,9.301474,3.98036,10.117584,66.833145,89.572319,DECENTE
6.4502969,-0.02873,9.443929,3.924097,10.226786,67.436462,90.174309,DECENTE
6.4600706,-0.168791,9.516952,3.815161,10.254575,68.158226,91.016083,DECENTE
6.4703999,-0.418985,9.512163,3.667917,10.203451,68.931854,92.522095,DECENTE
6.4813657,-0.60693,9.477448,3.616442,10.162137,69.152977,93.664185,DECENTE
6.490221,-0.650026,9.417592,3.673903,10.129715,68.734772,93.948433,DECENTE
6.5002017,-0.535104,9.31943,3.73256,10.053364,68.205742,93.286209,DECENTE
6.5103254,-0.389058,9.239224,3.898957,10.035762,67.138405,92.411263,DECENTE
6.5199494,-0.248997,9.160215,4.089296,10.034635,65.950974,91.557053,DECENTE
6.5300288,-0.162806,9.121908,4.19105,10.039951,65.327103,91.022491,DECENTE
6.5407219,-0.092177,9.123106,4.086902,9.997116,65.870018,90.57888,DECENTE
6.5505648,-0.113725,9.294291,3.940856,10.095896,67.024193,90.701035,DECENTE
6.5600185,-0.107739,9.374496,3.806781,10.118516,67.900307,90.658463,MALO
6.5703449,-0.055067,9.42238,3.748123,10.140646,68.308197,90.334846,MALO
6.5818038,-0.05387,9.400833,3.746926,10.120178,68.269394,90.328316,MALO
6.5900769,-0.079009,9.315839,3.816358,10.067555,67.72361,90.485924,MALO
6.599988,-0.09098,9.210494,3.90614,10.00497,67.019363,90.565941,MALO
6.6099768,-0.061052,9.144653,4.019865,9.989381,66.270836,90.382515,MALO
6.6200886,-0.019154,9.091981,4.104859,9.975688,65.701767,90.120705,MALO
6.6303673,0.035913,9.078813,4.106056,9.964227,65.664452,89.773354,MALO
6.6400557,0.046687,9.07163,4.133589,9.969113,65.50338,89.705132,MALO
6.6501017,-0.014365,9.045294,4.152743,9.953031,65.33992,90.090996,MALO
6.660059,-0.148441,9.022549,4.143166,9.929463,65.338295,90.942558,MALO
6.6699548,-0.238223,9.022549,4.088099,9.908364,65.632317,91.512436,MALO
6.6803079,-0.300472,9.083601,3.991134,9.926291,66.291908,91.894569,MALO
6.6909566,-0.347159,9.143456,3.847482,9.926048,67.19384,92.174362,MALO
6.6999855,-0.37589,9.17099,3.748123,9.914473,67.787323,92.347061,MALO
6.7103076,-0.408211,9.214086,3.685874,9.932355,68.216675,92.536713,MALO
6.7203722,-0.445322,9.216479,3.701436,9.941953,68.142174,92.766266,MALO
6.7307172,-0.465672,9.184157,3.748123,9.930459,67.824989,92.902634,MALO
6.7407475,-0.514753,9.14585,3.782839,9.910671,67.561378,93.221367,MALO
